"Company","Product_Type","Production_Year","Greenhouse_Gas_Emissions","Pollutants_Emitted","Water_Consumption","Energy_Consumption","Waste_Generation","Sales_Revenue"
"Nike","Nylon",2021,5328,10,6096,1331,321,426084
"Urban Outfitters","Nylon",2018,5131,14,5085,1249,208,478160
"Nike","Nylon",2021,2446,22,4859,884,289,497009
"Urban Outfitters","Nylon",2022,4880,10,4555,1446,260,569501
"Urban Outfitters","Nylon",2021,5838,11,4417,1197,329,427032
"Nike","Nylon",2018,5286,16,6397,883,293,459274
"Adidas","Nylon",2020,5821,22,6102,1017,325,578207
"Urban Outfitters","Nylon",2021,2957,13,5167,872,269,536368
"Urban Outfitters","Nylon",2022,5265,12,5360,1175,247,514575
"Forever 21","Nylon",2018,2627,18,4431,1248,238,527712
"Nike","Nylon",2022,5820,25,6452,1496,293,445714
"Nike","Nylon",2022,2738,16,4667,1447,268,566198
"Nike","Nylon",2022,3637,20,6485,864,326,502036
"Forever 21","Nylon",2018,4119,14,5323,1296,305,490866
"Adidas","Nylon",2020,3820,11,5547,954,313,524326
"Forever 21","Nylon",2020,3367,13,4883,816,293,591607
"Forever 21","Nylon",2020,3481,9,5657,1350,301,459595
"Nike","Nylon",2018,2941,25,6087,732,340,473891
"Zara","Nylon",2019,2025,15,5310,936,294,435613
"Nike","Nylon",2022,5751,14,4485,1277,318,495752
"Nike","Nylon",2021,4351,19,5302,959,246,570447
"Nike","Nylon",2018,2459,17,6131,1358,227,514845
"Forever 21","Nylon",2020,5797,21,6052,861,244,484562
"Forever 21","Nylon",2021,5710,19,4447,1357,253,519737
"Zara","Nylon",2019,4788,18,4882,864,202,474524
"Nike","Nylon",2020,3753,25,5664,856,232,599169
"Nike","Nylon",2022,4910,21,5758,1053,347,458397
"Adidas","Nylon",2021,5050,20,6414,1492,252,569304
"Zara","Nylon",2021,2039,14,5882,1034,248,493494
"Nike","Recycled_Poly",2020,4593,24,3927,1262,266,593866
"Adidas","Recycled_Poly",2020,5469,14,5466,950,311,499736
"Forever 21","Recycled_Poly",2020,1959,11,4128,1203,335,583942
"Urban Outfitters","Recycled_Poly",2018,5779,25,4029,1024,259,509900
"Zara","Recycled_Poly",2018,3255,10,5960,1405,304,548087
"Zara","Recycled_Poly",2018,4816,22,5655,1357,326,500180
"Zara","Recycled_Poly",2022,4273,19,4721,1076,287,535821
"Adidas","Recycled_Poly",2021,3735,18,4661,1194,156,578344
"Nike","Recycled_Poly",2018,4830,23,5364,947,345,433637
"Forever 21","Recycled_Poly",2020,2142,9,3872,1110,268,564481
"Urban Outfitters","Recycled_Poly",2021,6000,9,5140,1245,338,592000
"Forever 21","Recycled_Poly",2019,5985,16,4492,1174,263,493329
"Urban Outfitters","Recycled_Poly",2019,5001,22,3893,998,323,523113
"Nike","Recycled_Poly",2021,5417,24,5289,956,325,451520
"Adidas","Recycled_Poly",2018,4248,11,5017,1402,236,474713
"Urban Outfitters","Recycled_Poly",2022,5871,15,3789,1416,169,485954
"Adidas","Recycled_Poly",2020,2631,13,5812,1169,321,468043
"Nike","Recycled_Poly",2018,2288,14,4612,1014,302,569214
"Forever 21","Recycled_Poly",2022,3966,25,5298,1272,304,442185
"Adidas","Recycled_Poly",2022,5923,11,4022,1284,337,527157
"Zara","Recycled_Poly",2019,2430,25,4227,796,253,567991
"Adidas","Recycled_Poly",2020,3630,16,4092,1434,185,475110
"Adidas","Recycled_Poly",2018,5712,11,4087,860,342,451781
"Forever 21","Recycled_Poly",2019,3639,10,3743,1036,278,530134
"Urban Outfitters","Recycled_Poly",2022,3165,18,3775,858,319,566435
"Adidas","Recycled_Poly",2022,5575,23,5142,1159,188,505253
"Forever 21","Recycled_Poly",2020,2552,21,4305,841,261,489801
"Nike","Recycled_Poly",2018,5669,13,5593,1397,182,597999
"Adidas","Recycled_Poly",2020,3662,9,4657,1228,317,594310
"Adidas","Recycled_Poly",2019,5964,9,4875,808,343,579233
"Urban Outfitters","Recycled_Poly",2018,4330,9,5000,1151,283,491890
"Nike","Recycled_Poly",2019,2874,13,5032,1149,277,514155
"Nike","Recycled_Poly",2022,4857,17,4605,1191,311,422164
"Urban Outfitters","Recycled_Poly",2021,5597,21,5812,1426,232,537863
"Nike","Recycled_Poly",2021,5678,16,5026,1426,190,478676
"Zara","Recycled_Poly",2022,5518,14,5380,1049,264,505650
"Forever 21","Recycled_Poly",2020,3653,9,4646,1484,297,515456
"Adidas","Recycled_Poly",2019,2215,25,3889,1321,289,439443
"Adidas","Recycled_Poly",2019,5863,24,4613,1393,346,511193
"Zara","Recycled_Poly",2018,5146,23,4362,1308,270,496351
"Adidas","Recycled_Poly",2019,2131,9,5795,761,232,574453
"Zara","Recycled_Poly",2018,2057,16,5577,1125,274,528316
"Urban Outfitters","Recycled_Poly",2020,3186,13,4795,1259,275,468247
"Urban Outfitters","Recycled_Poly",2018,2082,24,3859,1002,332,441548
"Zara","Recycled_Poly",2019,3353,15,5672,1087,327,518108
"Urban Outfitters","Recycled_Poly",2021,4375,12,5638,1363,212,488864
"Nike","Recycled_Poly",2020,5529,18,4155,1009,182,420698
"Urban Outfitters","Recycled_Poly",2022,2008,25,3904,963,270,582700
"Nike","Recycled_Poly",2020,5723,17,4537,1188,273,492788
"Forever 21","Recycled_Poly",2020,4616,20,5043,1351,257,551129
"Forever 21","Recycled_Poly",2018,3472,22,5197,721,250,448180
"Zara","Recycled_Poly",2018,4124,22,5962,1491,271,453264
"Forever 21","Recycled_Poly",2020,3320,14,3736,868,333,560645
"Adidas","Recycled_Poly",2019,4789,15,3912,935,344,480646
"Forever 21","Recycled_Poly",2020,3229,25,4345,1271,327,478309
"Zara","Recycled_Poly",2019,2169,25,5991,1284,315,575108
"Urban Outfitters","Recycled_Poly",2018,3313,13,4363,1462,318,483093
"Adidas","Recycled_Poly",2018,3503,22,4381,1090,283,534420
"Adidas","Recycled_Poly",2018,4368,16,4672,1181,323,421837
"Zara","Recycled_Poly",2020,2045,16,5593,1215,252,594582
"Urban Outfitters","Recycled_Poly",2020,5053,25,5506,1291,314,533136
"Zara","Recycled_Poly",2022,5426,11,4385,1271,287,491426
"Adidas","Recycled_Poly",2018,1914,14,4839,794,275,574401
"Forever 21","Recycled_Poly",2022,5775,19,5066,1398,345,432690
"Nike","Recycled_Poly",2019,3658,13,5579,1278,265,420983
"Urban Outfitters","Recycled_Poly",2019,3932,23,5668,1373,307,452295
"Nike","Recycled_Poly",2021,2640,9,5153,991,270,545492
"Zara","Recycled_Poly",2019,3126,10,5296,1493,316,496533
"Urban Outfitters","Recycled_Poly",2020,2172,19,5157,758,272,479761
"Nike","Recycled_Poly",2022,2565,22,5625,1070,154,515052
"Urban Outfitters","Recycled_Poly",2022,2002,25,5105,784,185,455941
"Nike","Recycled_Poly",2019,2988,12,4445,890,324,499041
"Nike","Recycled_Poly",2019,4218,18,3716,921,323,433586
"Adidas","Recycled_Poly",2020,5255,21,5050,773,170,462467
"Forever 21","Microfiber",2020,4722,25,4225,1473,268,434785
"Forever 21","Microfiber",2019,5875,13,5962,989,232,527427
"Urban Outfitters","Microfiber",2020,3330,24,4649,1209,244,556125
"Nike","Microfiber",2018,2239,19,5392,768,173,429171
"Adidas","Microfiber",2020,3511,17,4327,1179,236,576728
"Zara","Microfiber",2019,4620,24,5857,1272,314,426537
"Forever 21","Microfiber",2020,5787,15,5100,1000,349,492911
"Nike","Microfiber",2021,2791,11,5124,1152,231,473293
"Forever 21","Microfiber",2019,4651,15,5730,895,323,571214
"Nike","Microfiber",2019,3606,25,6275,1203,285,553341
"Urban Outfitters","Microfiber",2019,4448,17,5028,847,341,571559
"Nike","Microfiber",2019,1928,19,5838,1011,321,440554
"Forever 21","Microfiber",2018,5830,19,4436,964,177,555848
"Zara","Microfiber",2020,3571,18,4848,1438,153,473284
"Nike","Microfiber",2020,2026,20,5064,771,194,469409
"Adidas","Microfiber",2019,5503,18,4422,1413,322,499865
"Adidas","Microfiber",2020,3723,11,4647,1021,307,496016
"Adidas","Microfiber",2018,5890,17,6159,1124,335,488829
"Zara","Microfiber",2018,2720,24,4585,1125,287,535452
"Nike","Microfiber",2018,5354,21,4019,1304,336,576620
"Adidas","Microfiber",2020,5980,10,4658,796,260,492192
"Adidas","Microfiber",2018,5871,21,6240,1081,345,563283
"Zara","Microfiber",2021,1956,11,5987,960,350,491242
"Zara","Microfiber",2020,5675,10,3979,1152,298,497804
"Nike","Microfiber",2022,4810,22,5361,1495,276,487033
"Forever 21","Microfiber",2022,5388,11,4430,1143,319,549094
"Zara","Microfiber",2019,3247,17,5305,730,230,447095
"Adidas","Microfiber",2021,3638,9,5687,723,292,589635
"Urban Outfitters","Microfiber",2019,4533,14,5967,991,256,438434
"Forever 21","Microfiber",2021,2211,12,4543,1177,343,503944
"Zara","Microfiber",2018,4216,16,4152,1450,219,432809
"Urban Outfitters","Microfiber",2019,1908,10,4736,764,347,493616
"Urban Outfitters","Microfiber",2020,3433,15,6498,1215,262,491817
"Urban Outfitters","Microfiber",2020,4116,23,6232,990,272,421805
"Forever 21","Microfiber",2020,2277,17,4815,741,337,438451
"Forever 21","Microfiber",2018,5729,16,5385,833,265,540374
"Urban Outfitters","Microfiber",2018,3872,17,4760,758,296,427976
"Zara","Microfiber",2018,4792,20,5898,1356,175,545223
"Adidas","Microfiber",2022,4633,20,5291,857,282,522436
"Forever 21","Microfiber",2020,4407,11,4912,1066,349,588119
"Forever 21","Microfiber",2021,3288,11,4112,831,286,447985
"Forever 21","Microfiber",2019,4709,21,5423,1368,268,533007
"Nike","Microfiber",2021,1897,24,6336,1224,344,459133
"Nike","Microfiber",2022,1912,9,3894,705,326,447577
"Forever 21","Microfiber",2019,3300,11,4027,1003,204,514356
"Urban Outfitters","Microfiber",2018,3537,23,6025,1490,336,563668
"Nike","Microfiber",2020,4889,23,4697,1453,312,455519
"Adidas","Microfiber",2018,3827,18,4460,733,265,488895
"Nike","Microfiber",2021,5581,19,6355,1112,268,541737
"Adidas","Microfiber",2021,2561,10,5717,1049,268,597324
"Nike","Microfiber",2020,4027,15,6360,1111,321,577698
"Forever 21","Microfiber",2018,5949,11,4073,1187,281,525767
"Urban Outfitters","Microfiber",2019,3405,21,6476,1400,287,494437
"Forever 21","Microfiber",2021,3780,15,4467,1045,323,467164
"Forever 21","Microfiber",2019,2553,12,5388,1044,219,437634
"Zara","Microfiber",2021,5667,22,4941,1383,305,471752
"Zara","Microfiber",2021,5876,23,4328,727,309,597761
"Forever 21","Microfiber",2020,3186,22,5166,939,349,424126
"Adidas","Synthetic_Blend",2022,3437,10,5150,841,225,443382
"Zara","Synthetic_Blend",2018,4600,11,4336,1420,209,461044
"Adidas","Synthetic_Blend",2020,5865,20,5312,1428,288,513308
"Urban Outfitters","Synthetic_Blend",2020,5236,14,6113,1027,323,518877
"Zara","Synthetic_Blend",2021,2905,22,5563,969,192,587403
"Adidas","Synthetic_Blend",2019,5370,17,4538,890,208,527338
"Urban Outfitters","Synthetic_Blend",2022,2315,12,5302,1407,189,559123
"Nike","Synthetic_Blend",2022,4493,22,5729,957,241,441782
"Adidas","Synthetic_Blend",2018,5117,9,5035,1401,307,426445
"Nike","Synthetic_Blend",2022,4702,20,4287,1167,337,552926
"Forever 21","Synthetic_Blend",2021,2480,9,4844,1297,344,582002
"Forever 21","Synthetic_Blend",2019,2693,18,4842,1488,172,429225
"Nike","Synthetic_Blend",2018,4063,9,4389,954,304,563112
"Adidas","Synthetic_Blend",2022,4458,10,5173,949,152,467005
"Urban Outfitters","Synthetic_Blend",2021,4775,25,6087,1161,255,463861
"Adidas","Synthetic_Blend",2022,4301,19,5924,1243,270,446979
"Urban Outfitters","Synthetic_Blend",2018,4462,17,5241,1083,278,534590
"Urban Outfitters","Synthetic_Blend",2019,3066,20,4232,1090,324,542944
"Zara","Synthetic_Blend",2021,2484,20,4996,709,176,448175
"Zara","Synthetic_Blend",2018,3195,16,4190,787,306,429135
"Nike","Synthetic_Blend",2019,4765,13,5049,1192,236,421737
"Forever 21","Synthetic_Blend",2020,5282,25,5300,723,227,491840
"Adidas","Synthetic_Blend",2018,4773,19,5300,1157,271,508767
"Forever 21","Synthetic_Blend",2019,2184,18,5855,1085,246,598889
"Forever 21","Synthetic_Blend",2018,2656,22,5194,1186,268,525342
"Adidas","Synthetic_Blend",2019,5121,9,4800,1436,336,593472
"Zara","Synthetic_Blend",2020,5199,20,6067,1380,212,459743
"Forever 21","Synthetic_Blend",2020,4850,16,5931,1147,233,464753
"Zara","Synthetic_Blend",2022,2167,14,6118,1359,209,508060
"Urban Outfitters","Synthetic_Blend",2022,5312,18,5648,1335,165,579811
"Zara","Synthetic_Blend",2022,5103,11,4688,1363,321,442028
"Forever 21","Synthetic_Blend",2020,4492,12,4434,972,202,531530
"Zara","Synthetic_Blend",2019,2315,9,5383,937,283,588996
"Nike","Synthetic_Blend",2018,2813,12,4949,1427,306,549252
"Forever 21","Synthetic_Blend",2021,2083,17,4444,812,332,464385
"Zara","Synthetic_Blend",2018,3352,17,5208,878,277,591103
"Zara","Synthetic_Blend",2021,2113,13,4874,1181,187,587828
"Forever 21","Synthetic_Blend",2022,5505,19,4501,1086,271,578783
"Urban Outfitters","Synthetic_Blend",2021,4078,13,6062,1122,228,492040
"Zara","Synthetic_Blend",2020,2066,19,5678,1330,301,561519
"Forever 21","Synthetic_Blend",2018,5788,16,4126,884,313,526939
"Nike","Synthetic_Blend",2020,2425,12,4395,799,347,559545
"Nike","Synthetic_Blend",2022,3282,25,4289,1157,293,548784
"Nike","Synthetic_Blend",2018,5713,16,6056,803,296,546821
"Urban Outfitters","Synthetic_Blend",2021,4667,14,5743,1334,175,490484
"Forever 21","Synthetic_Blend",2018,3852,15,6154,1264,220,452812
"Zara","Synthetic_Blend",2019,5844,19,5794,903,338,447581
"Nike","Synthetic_Blend",2018,2295,13,5382,1199,216,553420
"Zara","Synthetic_Blend",2019,2122,18,5813,931,316,565081
"Nike","Synthetic_Blend",2020,5168,21,4268,1152,258,524511
"Forever 21","Synthetic_Blend",2022,5870,21,4714,1320,285,549190
"Urban Outfitters","Synthetic_Blend",2021,1915,19,5929,1079,230,451304
"Forever 21","Synthetic_Blend",2019,5851,11,6175,1420,310,439043
"Zara","Synthetic_Blend",2019,4912,13,5390,1098,231,514555
"Zara","Synthetic_Blend",2018,4829,10,4277,1178,338,499423
"Adidas","Synthetic_Blend",2019,2715,13,4841,1146,187,466935
"Urban Outfitters","Synthetic_Blend",2018,5830,10,4866,1138,153,463885
"Zara","Synthetic_Blend",2021,2511,24,4974,943,245,538464
"Forever 21","Synthetic_Blend",2020,2672,13,4793,928,350,477397
"Forever 21","Synthetic_Blend",2021,1966,11,4962,809,211,494137
"Nike","Synthetic_Blend",2019,5389,18,4437,1369,285,422050
"Zara","Synthetic_Blend",2021,3918,12,4490,1161,278,517733
"Adidas","Synthetic_Blend",2019,5661,20,5878,1079,263,519246
"Zara","Synthetic_Blend",2019,4393,25,5302,898,161,501818
"Nike","Synthetic_Blend",2018,5378,15,6063,882,274,533875
"Adidas","Synthetic_Blend",2021,2808,13,4829,1247,312,548964
"Zara","Synthetic_Blend",2020,3856,17,5994,817,301,567976
"Zara","Synthetic_Blend",2020,4388,9,5856,1319,192,593770
"Zara","Synthetic_Blend",2020,3544,19,4930,1065,330,573095
"Urban Outfitters","Synthetic_Blend",2021,3154,17,5804,927,226,480868
"Forever 21","Synthetic_Blend",2022,5444,13,5593,1414,288,466409
"Zara","Synthetic_Blend",2021,3390,14,5828,1206,303,533795
"Adidas","Synthetic_Blend",2018,2010,18,5308,1393,246,523980
"Forever 21","Synthetic_Blend",2018,5687,17,4970,1371,350,571643
"Urban Outfitters","Synthetic_Blend",2022,5265,11,4897,1132,244,580921
"Nike","Synthetic_Blend",2021,5856,16,4126,1376,162,512743
"Zara","Synthetic_Blend",2018,4711,23,4406,1179,164,455328
"Adidas","Synthetic_Blend",2019,5321,21,5338,1273,164,526907
"Nike","Synthetic_Blend",2018,5921,25,5967,754,345,533246
"Zara","Synthetic_Blend",2020,5134,10,5397,1254,329,439759
"Forever 21","Synthetic_Blend",2018,4871,25,5050,1220,264,547612
"Urban Outfitters","Synthetic_Blend",2021,2134,14,5308,1467,285,477191
"Nike","Synthetic_Blend",2019,4544,25,5413,1121,221,489182
"Nike","Synthetic_Blend",2022,2722,20,4363,857,261,562459
"Adidas","Synthetic_Blend",2021,1903,12,4807,1486,332,485263
"Forever 21","Synthetic_Blend",2021,5505,25,5083,1216,189,487099
"Forever 21","Synthetic_Blend",2022,4968,15,5960,1394,288,483292
"Forever 21","Synthetic_Blend",2020,3817,15,5650,813,277,562768
"Forever 21","Synthetic_Blend",2022,3425,10,6082,1053,179,539704
"Zara","Synthetic_Blend",2018,1865,23,4578,804,295,438104
"Zara","Synthetic_Blend",2019,3421,24,5212,1423,259,523583
"Urban Outfitters","Synthetic_Blend",2021,3288,12,4488,945,153,538803
"Nike","Synthetic_Blend",2018,4694,10,6191,940,239,448616
"Forever 21","Synthetic_Blend",2019,5112,24,4848,1344,154,558945
"Urban Outfitters","Synthetic_Blend",2022,3398,13,5470,1232,296,552287
"Adidas","Synthetic_Blend",2018,4109,16,5459,774,157,476875
"Forever 21","Synthetic_Blend",2022,2496,16,5562,1253,338,544138
"Adidas","Synthetic_Blend",2018,4901,22,5881,881,281,469236
"Zara","Synthetic_Blend",2019,2158,15,5069,742,230,501284
"Adidas","Synthetic_Blend",2019,5927,25,6102,766,279,549346
"Urban Outfitters","Synthetic_Blend",2019,4904,10,6025,970,289,583504
"Forever 21","Synthetic_Blend",2021,3961,9,5757,1477,323,592328
"Nike","Synthetic_Blend",2018,5063,17,6048,1210,308,456041
"Nike","Synthetic_Blend",2020,5576,23,4290,1138,194,597000
"Adidas","Synthetic_Blend",2018,4559,19,5715,1323,307,448251
"Forever 21","Synthetic_Blend",2021,5742,14,5622,1048,281,547487
"Adidas","Cotton",2018,2778,11,7797,1404,322,576852
"Adidas","Cotton",2022,4918,10,6761,833,218,489986
"Forever 21","Cotton",2019,4485,16,7270,1333,165,421864
"Zara","Cotton",2022,3856,14,6956,867,205,508565
"Zara","Cotton",2018,3236,21,7623,1015,274,500616
"Adidas","Cotton",2021,3042,10,6549,1391,332,436861
"Forever 21","Cotton",2020,2679,12,7248,1454,210,488592
"Forever 21","Cotton",2018,4196,17,6972,1311,151,574755
"Nike","Cotton",2018,2131,9,7916,772,348,550353
"Forever 21","Cotton",2020,4384,21,7623,1322,172,427148
"Zara","Cotton",2018,3394,15,8106,1497,160,509766
"Forever 21","Cotton",2019,2392,9,7734,758,218,525639
"Zara","Cotton",2018,3745,13,6361,1345,169,479512
"Nike","Cotton",2019,3685,15,5321,835,225,436990
"Adidas","Cotton",2019,2544,22,6967,922,216,453952
"Adidas","Cotton",2022,2732,16,6047,1301,160,468481
"Zara","Cotton",2022,3942,18,7371,747,192,456645
"Urban Outfitters","Cotton",2019,3584,10,6283,955,181,539658
"Forever 21","Cotton",2019,2156,10,7454,1040,345,587411
"Forever 21","Cotton",2018,2751,13,6082,1295,272,465187
"Nike","Cotton",2018,4611,19,5336,701,216,522522
"Adidas","Cotton",2019,4759,21,6311,1448,153,456825
"Nike","Cotton",2018,3392,17,4796,1190,335,524456
"Forever 21","Cotton",2020,4220,20,7716,1269,313,519874
"Urban Outfitters","Cotton",2020,3163,11,4042,1180,184,504736
"Urban Outfitters","Cotton",2020,3962,15,4985,1172,188,460689
"Nike","Cotton",2019,2796,9,7056,1462,181,451945
"Urban Outfitters","Cotton",2018,3146,9,4611,1259,252,537611
"Urban Outfitters","Cotton",2020,4273,16,6576,1395,203,433231
"Forever 21","Cotton",2019,3291,16,6457,813,158,447493
"Forever 21","Cotton",2020,2888,18,6706,1448,243,576305
"Zara","Cotton",2021,4657,23,7024,846,263,576500
"Nike","Cotton",2020,3312,21,7978,1051,205,550211
"Adidas","Cotton",2020,4088,17,4302,1427,253,587331
"Zara","Cotton",2021,3252,9,7227,1351,197,541814
"Nike","Cotton",2018,4590,13,4181,1060,289,508748
"Nike","Cotton",2020,2756,10,7081,1142,160,504013
"Nike","Cotton",2019,3785,14,7944,1097,215,462026
"Forever 21","Cotton",2022,2369,25,7677,1350,294,451015
"Adidas","Cotton",2018,4492,22,7199,1255,269,528992
"Urban Outfitters","Cotton",2019,2515,24,6783,919,175,465198
"Forever 21","Cotton",2019,4774,15,6206,1334,195,455250
"Urban Outfitters","Cotton",2022,3768,11,8197,1470,349,429072
"Nike","Cotton",2019,4054,12,7179,995,210,498944
"Adidas","Cotton",2022,4414,16,7433,1065,171,560842
"Adidas","Cotton",2020,4321,9,7853,1365,341,518398
"Forever 21","Cotton",2022,2756,16,6092,1412,223,594193
"Zara","Cotton",2020,2835,9,6366,1000,192,593495
"Adidas","Cotton",2018,3896,21,4122,738,277,533374
"Forever 21","Cotton",2018,4674,25,4497,1441,349,587031
"Nike","Cotton",2019,4196,24,8181,1145,190,547753
"Nike","Cotton",2018,4824,19,8454,938,181,457940
"Adidas","Cotton",2019,3547,23,4674,1337,260,581287
"Adidas","Cotton",2022,2946,15,7384,1202,153,500742
"Zara","Cotton",2021,4660,14,6232,1371,201,423725
"Zara","Cotton",2022,3851,19,7227,1461,223,528726
"Zara","Cotton",2022,2173,17,7046,1273,343,536365
"Forever 21","Cotton",2021,4573,23,7247,717,173,497132
"Adidas","Cotton",2021,3628,23,6445,1088,265,459758
"Nike","Cotton",2020,3455,17,7902,1441,202,500422
"Nike","Cotton",2019,2449,17,7431,902,233,525827
